"","Min.","1st Qu.","Median","Mean","3rd Qu.","Max.","SD"
"Num_JF",0.156499922174612,0.193254290980087,0.224974687253603,0.234473875765201,0.268698680821911,0.394431283609642,0.0533134939419158
"Num_JM",0.162231390003567,0.196232936490288,0.226499290375948,0.227019724246552,0.255295885159961,0.36291428790652,0.0407156738709094
"Num_SubAF",0.0843114396556732,0.139369239368247,0.193138328404505,0.199855213236929,0.247836250507275,0.373410469848931,0.0767373958829579
"Num_SubAM",0.0871400741293307,0.173606850453764,0.221750325506285,0.247152037097423,0.308360943814829,0.625459182259646,0.103703717368844
"Num_AF",0.868162126870195,0.966113492466686,1.03879379785141,1.06188343628865,1.13516529664252,1.41709977212506,0.129661541865607
"Num_AM",0.0173928058954699,0.0758299257852862,0.10901954635793,0.100776232311026,0.131661856589261,0.179477054668699,0.0372405315134048
"Num_N",2.00148587556478,2.57009017218929,2.80623488480854,2.84937279681839,3.10394756733151,4.02792075650922,0.393565749845578
"Total_mortality",0.0833128890609165,0.136468598137215,0.178946894564088,0.183836120263274,0.227707338752811,0.342464746430173,0.0603954389716738
"Total_mortality_JF",0.0103083915683143,0.0148726722322719,0.0204279297654594,0.0230185623429452,0.0290188958854762,0.0526105147253626,0.010122612384191
"Total_mortality_JM",0.0102408547146874,0.0145587701884623,0.0207306213204596,0.0213934577289404,0.0268273734637004,0.0440076442825433,0.00795871239200979
"Total_mortality_SubAF",0.0201894694506814,0.0484355956401612,0.0821664785960447,0.0919038831511389,0.126436784726339,0.229950292460901,0.0524222566519474
"Total_mortality_SubAM",0.00255550054933976,0.00864281269566915,0.0127622351076117,0.0158366986709479,0.0199653503824485,0.0574746717361137,0.0101723121998634
"Total_mortality_AF",0.0188650029042181,0.0204942520786141,0.021735635744517,0.0225398900409904,0.0240100400751092,0.0307308234512992,0.00276758091040849
"Total_mortality_AM",0.000146477051948302,0.000775970395091737,0.00112611034974355,0.00105749012579837,0.00142352045224671,0.00183469652712056,0.000408940782761056
"Quantity_liveweight_kg",363.356898068786,523.901390951655,583.727978442519,605.960844562113,661.434510127806,975.88549704044,110.211662733649
"Quantity_liveweight_kg_JF",7.99017595980236,13.875159828272,18.510124386457,19.2731431990471,23.8473656996173,42.8710161763845,6.49968661712774
"Quantity_liveweight_kg_JM",9.23886809928629,15.3996612619795,19.2995607504541,19.5767712932374,23.1244566254042,39.9573822421384,6.12065901828127
"Quantity_liveweight_kg_SubAF",12.7187049507654,21.6309249531635,31.1477721878621,33.219175455827,43.6402691128479,79.3689096017045,13.914508315318
"Quantity_liveweight_kg_SubAM",9.98092956851904,30.1416280788311,39.5984407633473,47.1133734859591,58.8219659091702,150.029602798451,25.2671135114029
"Quantity_liveweight_kg_AF",169.606446705366,224.324355536806,252.856233617176,257.158332536363,281.017631540314,410.142704815047,48.1217566876436
"Quantity_liveweight_kg_AM",5.81832449092525,17.0911598833569,26.2921998607784,25.8211867825845,32.1594456162942,50.1335263711713,10.4267552530694
"Cumulative_draught_income",2592.94217381124,6338.08365020861,8476.81870008132,8624.39659224683,10987.9220677465,15365.0707470915,3242.63119158957
"Quantity_meat_kg",14.4126889217281,24.6795221450951,29.7199385203108,30.3088004186666,36.1248215802129,50.9604430428299,8.04117273594246
"Num_offtake",0.136489422618157,0.199513733380168,0.236701767554367,0.239020606442794,0.27820860690049,0.370603766352458,0.0530664145961723
"Num_offtake_JF",0,0,0,0,0,0,0
"Num_offtake_JM",0,0,0,0,0,0,0
"Num_offtake_SubAF",0.000715727117991001,0.00171706687787876,0.00291284409749715,0.00325804011742995,0.00448224931127039,0.00815185661546318,0.00185839606948248
"Num_offtake_SubAM",0,0,0,0,0,0,0
"Num_offtake_AF",0.0658698044054915,0.0715585564820299,0.0758930217180207,0.07870118843127,0.0838344235378747,0.107300981623711,0.00966339704110083
"Num_offtake_AM",0.00251605673183729,0.0133289516023718,0.0193433543929048,0.0181646552444647,0.0244520091655554,0.0315148378980857,0.00702443280843691
"Offtake_liveweight_kg",28.8253778434561,49.3590442901903,59.4398770406216,60.6176008373331,72.2496431604258,101.92088608566,16.0823454718849
"Offtake_liveweight_kg_JF",0,0,0,0,0,0,0
"Offtake_liveweight_kg_JM",0,0,0,0,0,0,0
"Offtake_liveweight_kg_SubAF",0.114317849788936,0.293378289684216,0.489052087113109,0.53609224394585,0.763818214055213,1.36136872601511,0.302554883532367
"Offtake_liveweight_kg_SubAM",0,0,0,0,0,0,0
"Offtake_liveweight_kg_AF",12.8749781749134,16.7528791077312,18.443551832136,19.0633572438372,20.8322983705685,30.2632583166789,3.60047643335739
"Offtake_liveweight_kg_AM",0.730341877275634,3.00398379902946,4.7431795578368,4.64903064689767,5.81322907340094,9.33100669535954,1.95289629456095
"Pop_growth",-0.163263698171414,0.00922207722208945,0.0698421745517201,0.0707005715824474,0.136176647723741,0.291137081601039,0.10415496391727
"Pop_growth_JF",-0.187821310670622,0.00885899089672725,0.0862553513689048,0.0633898938491562,0.141844257914845,0.21881626073556,0.0975681409891131
"Pop_growth_JM",-0.127036148724101,0.0188547830716361,0.096486156574975,0.0795970047208368,0.152544053261502,0.228464250335286,0.08479054564846
"Pop_growth_SubAF",-0.323845746214827,-0.0210972761401029,0.0355525661733417,0.0234634363429713,0.106140031971024,0.224068692972292,0.108833803841752
"Pop_growth_SubAM",-0.218562882339765,0.0339590375072196,0.0833307082088107,0.0751215154921126,0.137401620688141,0.255245174472662,0.090115041138919
