"","Min.","1st Qu.","Median","Mean","3rd Qu.","Max.","SD"
"Num_JF",0.152638276490926,0.199304247603704,0.232447204484418,0.239050281607109,0.264552165229265,0.416315561233074,0.0537964109890977
"Num_JM",0.160714005016309,0.202634005518535,0.224504823768815,0.238067151589228,0.263885672421805,0.419905738250767,0.0531425234292412
"Num_SubAF",0.0824542235263132,0.171764146896091,0.23320424852732,0.253872625817889,0.320565999821593,0.663427015846714,0.110788794039234
"Num_SubAM",0.0913011847281638,0.137258454146854,0.182641231404121,0.189107095345458,0.226195843041127,0.396296559684762,0.0631019730892589
"Num_AF",0.86428779217406,0.976126838072251,1.04562212587997,1.07057398075694,1.13791258624523,1.44542469567071,0.133268075539428
"Num_AM",0.0248556101001364,0.0659280432246994,0.0985939458048833,0.0965669047016979,0.122761007367537,0.179765870974698,0.035027958600448
"Num_N",1.91267797549493,2.67956862804035,2.98278078782747,2.9269594247326,3.18534926615833,3.95519595252173,0.394179282199792
"Total_mortality",0.0967994192317917,0.160380397003406,0.218794271147986,0.218915932191207,0.266352978748458,0.383733710655798,0.0630698141836924
"Total_mortality_JF",0.00966196377412529,0.0160223174830061,0.0211538828937,0.0239522901294985,0.0300597473344535,0.0582233703610899,0.0105677109466487
"Total_mortality_JM",0.0103071357912562,0.0164708002416949,0.0211863453260273,0.0237379546515803,0.0297729343171958,0.0636601841291867,0.0105214375968093
"Total_mortality_SubAF",0.00266611393209291,0.00820681089159786,0.0136837415288328,0.0157031504169693,0.021332653726829,0.0543296095398693,0.00955264265666729
"Total_mortality_SubAM",0.0255551676558369,0.0712837265772712,0.11773318534877,0.123103799541311,0.165313036051833,0.272690285617086,0.0600739203380978
"Total_mortality_AF",0.018922520332914,0.0204123647578191,0.0218871280332646,0.0225187831191043,0.0236975396947536,0.0314040571851434,0.00274095542718141
"Total_mortality_AM",0.000232173933377158,0.000685479806475122,0.00105762681175717,0.00102265104994485,0.00130335683726134,0.00190986592908092,0.000388127198571649
"Quantity_liveweight_kg",353.766745685715,555.253567510159,640.430281711055,637.830130910043,720.991980852044,923.490151619699,114.248832795068
"Quantity_liveweight_kg_JF",7.1077668761712,16.2418250121857,19.1250569090944,19.7930537649487,23.6014438297098,42.7345003655982,6.05531255484017
"Quantity_liveweight_kg_JM",8.3605887900678,14.7396720657704,19.7282999001521,20.33164362819,24.2839501401362,41.0757476029086,7.19219318516837
"Quantity_liveweight_kg_SubAF",11.9504613895764,26.9307841982939,36.9245333112059,41.2041073920838,52.7716080259739,112.807012715763,19.2545042623715
"Quantity_liveweight_kg_SubAM",12.2350384612018,24.5655701024869,31.4498945556072,35.5723597210008,43.9880838263277,88.8425316751328,16.0115757728467
"Quantity_liveweight_kg_AF",163.316729079344,224.410033705712,257.045014185877,263.755021919022,294.717216108138,431.536415198144,53.3302572003962
"Quantity_liveweight_kg_AM",5.61219494183335,16.9146046700402,24.6858463427184,25.5988132343331,32.2484049891978,56.6820699491632,10.6994417936708
"Cumulative_draught_income",1872.48760588804,6714.49195472312,9600.48484005951,9448.32034989735,11796.3396416299,16089.8256110725,3182.29719184202
"Quantity_meat_kg",14.1526394179884,27.0760001097859,32.7371488435493,33.3490378272201,40.471674774223,50.9175477559517,8.55235939226797
"Num_offtake",0.121346981971287,0.204317729122694,0.257977968306817,0.252403776654484,0.292841279063813,0.356167053058775,0.053353124234225
"Num_offtake_JF",0,0,0,0,0,0,0
"Num_offtake_JM",0,0,0,0,0,0,0
"Num_offtake_SubAF",0.000658743839778947,0.00193666866258399,0.00333549707617152,0.00372339094148234,0.00500678330390597,0.0128203226296919,0.00226121662824872
"Num_offtake_SubAM",0,0,0,0,0,0,0
"Num_offtake_AF",0.0660706345774955,0.0712726354126593,0.076421978298595,0.0786274906521973,0.0827432846159687,0.109651671660318,0.00957043043085039
"Num_offtake_AM",0.00398808400538344,0.011774582152493,0.0181670031182252,0.0175662195839547,0.0223879420070182,0.032806033189873,0.00666691497259254
"Offtake_liveweight_kg",28.3052788359768,54.1520002195717,65.4742976870987,66.6980756544403,80.943349548446,101.835095511903,17.1047187845359
"Offtake_liveweight_kg_JF",0,0,0,0,0,0,0
"Offtake_liveweight_kg_JM",0,0,0,0,0,0,0
"Offtake_liveweight_kg_SubAF",0.087654391237352,0.360745400333849,0.480564727691753,0.601583451852597,0.803495975977625,2.1799267490819,0.38136846322963
"Offtake_liveweight_kg_SubAM",0,0,0,0,0,0,0
"Offtake_liveweight_kg_AF",11.885100520528,16.3005523092845,19.079520952022,19.3636633569298,21.4106881913193,31.6733642418138,3.83112812445554
"Offtake_liveweight_kg_AM",0.90047698658166,2.99108417434383,4.46667187123345,4.65701101760081,5.91783358240524,10.344087328371,2.02046061386678
"Pop_growth",-0.243000995669762,-0.0401700425038116,0.0183398426095742,0.0219701201182385,0.0976191957726664,0.237113372096924,0.100170029050479
"Pop_growth_JF",-0.248037731438912,-0.0203006865072842,0.0775719858165232,0.053900885959702,0.139798894230304,0.235996042230154,0.105892034647581
"Pop_growth_JM",-0.347574783562164,0.000435156228469055,0.0831694293120613,0.0560384461047032,0.132036399013392,0.218149105994955,0.105068935869172
"Pop_growth_SubAF",-0.145161584595448,0.0377937900153635,0.0893023474182214,0.0950194649956122,0.151654865437128,0.311793233225842,0.0881227128689923
"Pop_growth_SubAM",-0.249072720412597,-0.0660464803159673,0.00702845347239015,0.00363538165186748,0.0884525312314573,0.262143489680587,0.114596905479435
